t,x,y
4109,2.2,2.8
4110,2.4,3.2
4111,2.8,3.2
4112,3.2,3.4
4113,3.2,3.8
4114,3.4,4.2
4115,3.8,4.2
4116,4.2,4.4
4117,4.2,4.8
4118,4.4,5.2
4119,4.8,5.2
4120,5.2,5.4
4121,5.2,5.8
4122,5.4,6.2
4123,5.8,6.2
4124,6.2,6.4
4125,6.2,6.8
4126,6.4,7.2
4127,6.8,7.2
4128,7.2,7.4
4129,7.2,7.8
4130,7.4,8.2
4131,7.8,8.2
4132,8.2,8.4
4133,8.2,8.8
4134,8.4,9.2
4135,8.8,9.2
4136,9.2,9.4
4137,9.2,9.8
4138,9.4,10.2
4139,9.8,10.2
4140,10.2,10.4
4141,10.2,10.8
4142,10.4,11.2
4143,10.8,11.2
4144,11.2,11.4
4145,11.2,11.8
4146,11.4,12.2
4147,11.8,12.2
4148,12.2,12.4
4149,12.2,12.8
4150,12.4,13.2
4151,12.8,13.2
4152,13.2,13.4
4153,13.2,13.8
4154,13.4,14.2
4155,13.8,14.2
4156,14.2,14.4
4157,14.2,14.8
4158,14.4,15.2
4159,14.8,15.2
4160,15.2,15.4
4161,15.2,15.8
4162,15.4,16.2
4163,15.8,16.2
4164,16.2,16.4
4165,16.2,16.8
4166,16.4,17.2
4167,16.8,17.2
4168,17.2,17.4
4169,17.2,17.8
4170,17.4,18.2
4171,17.8,18.2
4172,18.2,18.4
4173,18.2,18.8
4174,18.4,19.2
4175,18.8,19.2
4176,19.2,19.4
4177,19.2,19.8
4178,19.4,20.2
4179,19.8,20.2
4180,20.2,20.4
4181,20.2,20.8
4182,20.4,21.2
4183,20.8,21.2
4184,21.2,21.4
4185,21.2,21.8
4186,21.4,22.2
4187,21.8,22.2
4188,22.2,22.4
4189,22.2,22.8
4190,22.4,23.2
4191,22.8,23.2
4192,23.2,23.4
4193,23.2,23.8
4194,23.4,24.2
4195,23.8,24.2
4196,24.2,24.4
4197,24.2,24.8
4198,24.4,25.2
4199,24.8,25.2
4200,25.2,25.4
4201,25.2,25.8
4202,25.4,26.2
4203,25.8,26.2
4204,26.2,26.4
4205,26.2,26.8
4206,26.4,27.2
4207,26.8,27.2
4208,27.2,27.4
4209,27.2,27.8
4210,27.4,28.2
4211,27.8,28.2
4212,28.2,28.4
4213,28.2,28.8
4214,28.4,29.2
4215,28.8,29.2
4216,29.2,29.4
4217,29.2,29.8
4218,29.4,30.2
4219,29.8,30.2
4220,30.2,30.4
4221,30.2,30.8
4222,30.4,31.2
4223,30.8,31.2
4224,31.2,31.4
4225,31.2,31.8
4226,31.4,32.2
4227,31.8,32.2
4228,32.2,32.4
4229,32.2,32.8
4230,32.4,33.2
4231,32.8,33.2
4232,33.2,33.4
4233,33.2,33.8
4234,33.4,34.2
4235,33.8,34.2
4236,34.2,34.4
4237,34.2,34.8
4238,34.4,35.2
4239,34.8,35.2
4240,35.2,35.4
4241,35.2,35.8
4242,35.4,36.2
4243,35.8,36.2
4244,36.2,36.4
4245,36.2,36.8
4246,36.4,37.2
4247,36.8,37.2
4248,37.2,37.4
4249,37.2,37.8
4250,37.4,38.2
4251,37.8,38.2
4252,38.2,38.4
4253,38.2,38.8
4254,38.4,39.2
4255,38.8,39.2
4256,39.2,39.4
4257,39.2,39.8
4258,39.4,40.2
4259,39.8,40.2
4260,40.2,40.4
4261,40.2,40.8
4262,40.4,41.2
4263,40.8,41.2
4264,41.2,41.4
4265,41.2,41.8
4266,41.4,42.2
4267,41.8,42.2
4268,42.2,42.4
4269,42.2,42.8
4270,42.4,43.2
4271,42.8,43.2
4272,43.2,43.4
4273,43.2,43.8
4274,43.4,44.2
4275,43.8,44.2
4276,44.2,44.4
4277,44.2,44.8
4278,44.4,45.2
4279,44.8,45.2
4280,45.2,45.4
4281,45.2,45.8
4282,45.4,46.2
4283,45.8,46.2
4284,46.2,46.4
4285,46.2,46.8
4286,46.4,47.2
4287,46.8,47.2
4288,47.2,47.4
4289,47.2,47.8
4290,47.4,48.2
4291,47.8,48.2
4292,48.2,48.4
4303,0.8,1.2
4304,1.2,1.4
4305,1.2,1.8
4306,1.4,2.2
4307,1.8,2.2
4308,2.2,2.4
4309,2.2,2.8
4310,2.4,3.2
4311,2.8,3.2
4312,3.2,3.4
4313,3.2,3.8
4314,3.4,4.2
4315,3.8,4.2
4316,4.2,4.4
4317,4.2,4.8
4318,4.4,5.2
4319,4.8,5.2
4320,5.2,5.4
4321,5.2,5.8
4322,5.4,6.2
4323,5.8,6.2
4324,6.2,6.4
4325,6.2,6.8
4326,6.4,7.2
4327,6.8,7.2
4328,7.2,7.4
4329,7.2,7.8
4330,7.4,8.2
4331,7.8,8.2
4332,8.2,8.4
4333,8.2,8.8
4334,8.4,9.2
4335,8.8,9.2
4336,9.2,9.4
4337,9.2,9.8
4338,9.4,10.2
4339,9.8,10.2
4340,10.2,10.4
4341,10.2,10.8
4342,10.4,11.2
4343,10.8,11.2
4344,11.2,11.4
4345,11.2,11.8
4346,11.4,12.2
4347,11.8,12.2
4348,12.2,12.4
4349,12.2,12.8
4350,12.4,13.2
4351,12.8,13.2
4352,13.2,13.4
4353,13.2,13.8
4354,13.4,14.2
4355,13.8,14.2
4356,14.2,14.4
4357,14.2,14.8
4358,14.4,15.2
4359,14.8,15.2
4360,15.2,15.4
4361,15.2,15.8
4362,15.4,16.2
4363,15.8,16.2
4364,16.2,16.4
4365,16.2,16.8
4366,16.4,17.2
4367,16.8,17.2
4368,17.2,17.4
4369,17.2,17.8
4370,17.4,18.2
4371,17.8,18.2
4372,18.2,18.4
4373,18.2,18.8
4374,18.4,19.2
4375,18.8,19.2
4376,19.2,19.4
4377,19.2,19.8
4378,19.4,20.2
4379,19.8,20.2
4380,20.2,20.4
4381,20.2,20.8
4382,20.4,21.2
4383,20.8,21.2
4384,21.2,21.4
4385,21.2,21.8
4386,21.4,22.2
4387,21.8,22.2
4388,22.2,22.4
4389,22.2,22.8
4390,22.4,23.2
4391,22.8,23.2
4392,23.2,23.4
4393,23.2,23.8
4394,23.4,24.2
4395,23.8,24.2
4396,24.2,24.4
4397,24.2,24.8
4398,24.4,25.2
4399,24.8,25.2
4400,25.2,25.4
4401,25.2,25.8
4402,25.4,26.2
4403,25.8,26.2
4404,26.2,26.4
4405,26.2,26.8
4406,26.4,27.2
4407,26.8,27.2
4408,27.2,27.4
4409,27.2,27.8
4410,27.4,28.2
4411,27.8,28.2
4412,28.2,28.4
4413,28.2,28.8
4414,28.4,29.2
4415,28.8,29.2
4416,29.2,29.4
4417,29.2,29.8
4418,29.4,30.2
4419,29.8,30.2
4420,30.2,30.4
4421,30.2,30.8
4422,30.4,31.2
4423,30.8,31.2
4424,31.2,31.4
4425,31.2,31.8
4426,31.4,32.2
4427,31.8,32.2
4428,32.2,32.4
4429,32.2,32.8
4430,32.4,33.2
4431,32.8,33.2
4432,33.2,33.4
4433,33.2,33.8
4434,33.4,34.2
4435,33.8,34.2
4436,34.2,34.4
4437,34.2,34.8
4438,34.4,35.2
4439,34.8,35.2
4440,35.2,35.4
4441,35.2,35.8
4442,35.4,36.2
4443,35.8,36.2
4444,36.2,36.4
4445,36.2,36.8
4446,36.4,37.2
4447,36.8,37.2
4448,37.2,37.4
4449,37.2,37.8
4450,37.4,38.2
4451,37.8,38.2
4452,38.2,38.4
4453,38.2,38.8
4454,38.4,39.2
4455,38.8,39.2
4456,39.2,39.4
4457,39.2,39.8
4458,39.4,40.2
4459,39.8,40.2
4460,40.2,40.4
4461,40.2,40.8
4462,40.4,41.2
4463,40.8,41.2
4464,41.2,41.4
4465,41.2,41.8
4466,41.4,42.2
4467,41.8,42.2
4468,42.2,42.4
4469,42.2,42.8
4470,42.4,43.2
4471,42.8,43.2
4472,43.2,43.4
4473,43.2,43.8
4474,43.4,44.2
4475,43.8,44.2
4476,44.2,44.4
4477,44.2,44.8
4478,44.4,45.2
4479,44.8,45.2
4480,45.2,45.4
4481,45.2,45.8
4482,45.4,46.2
4483,45.8,46.2
4484,46.2,46.4
4485,46.2,46.8
4486,46.4,47.2
4487,46.8,47.2
4488,47.2,47.4
4489,47.2,47.8
4490,47.4,48.2
4491,47.8,48.2
4492,48.2,48.4
4503,0.8,1.2
4504,1.2,1.4
4505,1.2,1.8
4506,1.4,2.2
4507,1.8,2.2
4508,2.2,2.4
4509,2.2,2.8
4510,2.4,3.2
4511,2.8,3.2
4512,3.2,3.4
4513,3.2,3.8
4514,3.4,4.2
4515,3.8,4.2
4516,4.2,4.4
4517,4.2,4.8
4518,4.4,5.2
4519,4.8,5.2
4520,5.2,5.4
4521,5.2,5.8
4522,5.4,6.2
4523,5.8,6.2
4524,6.2,6.4
4525,6.2,6.8
4526,6.4,7.2
4527,6.8,7.2
4528,7.2,7.4
4529,7.2,7.8
4530,7.4,8.2
4531,7.8,8.2
4532,8.2,8.4
4533,8.2,8.8
4534,8.4,9.2
4535,8.8,9.2
4536,9.2,9.4
4537,9.2,9.8
4538,9.4,10.2
4539,9.8,10.2
4540,10.2,10.4
4541,10.2,10.8
4542,10.4,11.2
4543,10.8,11.2
4544,11.2,11.4
4545,11.2,11.8
4546,11.4,12.2
4547,11.8,12.2
4548,12.2,12.4
4549,12.2,12.8
4550,12.4,13.2
4551,12.8,13.2
4552,13.2,13.4
4553,13.2,13.8
4554,13.4,14.2
4555,13.8,14.2
4556,14.2,14.4
4557,14.2,14.8
4558,14.4,15.2
4559,14.8,15.2
4560,15.2,15.4
4561,15.2,15.8
4562,15.4,16.2
4563,15.8,16.2
4564,16.2,16.4
4565,16.2,16.8
4566,16.4,17.2
4567,16.8,17.2
4568,17.2,17.4
4569,17.2,17.8
4570,17.4,18.2
4571,17.8,18.2
4572,18.2,18.4
4573,18.2,18.8
4574,18.4,19.2
4575,18.8,19.2
4576,19.2,19.4
4577,19.2,19.8
4578,19.4,20.2
4579,19.8,20.2
4580,20.2,20.4
4581,20.2,20.8
4582,20.4,21.2
4583,20.8,21.2
4584,21.2,21.4
4585,21.2,21.8
4586,21.4,22.2
4587,21.8,22.2
4588,22.2,22.4
4589,22.2,22.8
4590,22.4,23.2
4591,22.8,23.2
4592,23.2,23.4
4593,23.2,23.8
4594,23.4,24.2
4595,23.8,24.2
4596,24.2,24.4
4597,24.2,24.8
4598,24.4,25.2
4599,24.8,25.2
4600,25.2,25.4
4601,25.2,25.8
4602,25.4,26.2
4603,25.8,26.2
4604,26.2,26.4
4605,26.2,26.8
4606,26.4,27.2
4607,26.8,27.2
4608,27.2,27.4
4609,27.2,27.8
4610,27.4,28.2
4611,27.8,28.2
4612,28.2,28.4
4613,28.2,28.8
4614,28.4,29.2
4615,28.8,29.2
4616,29.2,29.4
4617,29.2,29.8
4618,29.4,30.2
4619,29.8,30.2
4620,30.2,30.4
4621,30.2,30.8
4622,30.4,31.2
4623,30.8,31.2
4624,31.2,31.4
4625,31.2,31.8
4626,31.4,32.2
4627,31.8,32.2
4628,32.2,32.4
4629,32.2,32.8
4630,32.4,33.2
4631,32.8,33.2
4632,33.2,33.4
4633,33.2,33.8
4634,33.4,34.2
4635,33.8,34.2
4636,34.2,34.4
4637,34.2,34.8
4638,34.4,35.2
4639,34.8,35.2
4640,35.2,35.4
4641,35.2,35.8
4642,35.4,36.2
4643,35.8,36.2
4644,36.2,36.4
4645,36.2,36.8
4646,36.4,37.2
4647,36.8,37.2
4648,37.2,37.4
4649,37.2,37.8
4650,37.4,38.2
4651,37.8,38.2
4652,38.2,38.4
4653,38.2,38.8
4654,38.4,39.2
4655,38.8,39.2
4656,39.2,39.4
4657,39.2,39.8
4658,39.4,40.2
4659,39.8,40.2
4660,40.2,40.4
4661,40.2,40.8
4662,40.4,41.2
4663,40.8,41.2
4664,41.2,41.4
4665,41.2,41.8
4666,41.4,42.2
4667,41.8,42.2
4668,42.2,42.4
4669,42.2,42.8
4670,42.4,43.2
4671,42.8,43.2
4672,43.2,43.4
4673,43.2,43.8
4674,43.4,44.2
4675,43.8,44.2
4676,44.2,44.4
4677,44.2,44.8
4678,44.4,45.2
4679,44.8,45.2
4680,45.2,45.4
4681,45.2,45.8
4682,45.4,46.2
4683,45.8,46.2
4684,46.2,46.4
4685,46.2,46.8
4686,46.4,47.2
4687,46.8,47.2
4688,47.2,47.4
4689,47.2,47.8
4690,47.4,48.2
4691,47.8,48.2
4692,48.2,48.4
4703,0.8,1.2
4704,1.2,1.4
4705,1.2,1.8
4706,1.4,2.2
4707,1.8,2.2
4708,2.2,2.4
4709,2.2,2.8
4710,2.4,3.2
4711,2.8,3.2
4712,3.2,3.4
4713,3.2,3.8
4714,3.4,4.2
4715,3.8,4.2
4716,4.2,4.4
4717,4.2,4.8
4718,4.4,5.2
4719,4.8,5.2
4720,5.2,5.4
4721,5.2,5.8
4722,5.4,6.2
4723,5.8,6.2
4724,6.2,6.4
4725,6.2,6.8
4726,6.4,7.2
4727,6.8,7.2
4728,7.2,7.4
4729,7.2,7.8
4730,7.4,8.2
4731,7.8,8.2
4732,8.2,8.4
4733,8.2,8.8
4734,8.4,9.2
4735,8.8,9.2
4736,9.2,9.4
4737,9.2,9.8
4738,9.4,10.2
4739,9.8,10.2
4740,10.2,10.4
4741,10.2,10.8
4742,10.4,11.2
4743,10.8,11.2
4744,11.2,11.4
4745,11.2,11.8
4746,11.4,12.2
4747,11.8,12.2
4748,12.2,12.4
4749,12.2,12.8
4750,12.4,13.2
4751,12.8,13.2
4752,13.2,13.4
4753,13.2,13.8
4754,13.4,14.2
4755,13.8,14.2
4756,14.2,14.4
4757,14.2,14.8
4758,14.4,15.2
4759,14.8,15.2
4760,15.2,15.4
4761,15.2,15.8
4762,15.4,16.2
4763,15.8,16.2
4764,16.2,16.4
4765,16.2,16.8
4766,16.4,17.2
4767,16.8,17.2
4768,17.2,17.4
4769,17.2,17.8
4770,17.4,18.2
4771,17.8,18.2
4772,18.2,18.4
4773,18.2,18.8
4774,18.4,19.2
4775,18.8,19.2
4776,19.2,19.4
4777,19.2,19.8
4778,19.4,20.2
4779,19.8,20.2
4780,20.2,20.4
4781,20.2,20.8
4782,20.4,21.2
4783,20.8,21.2
4784,21.2,21.4
4785,21.2,21.8
4786,21.4,22.2
4787,21.8,22.2
4788,22.2,22.4
4789,22.2,22.8
4790,22.4,23.2
4791,22.8,23.2
4792,23.2,23.4
4793,23.2,23.8
4794,23.4,24.2
4795,23.8,24.2
4796,24.2,24.4
4797,24.2,24.8
4798,24.4,25.2
4799,24.8,25.2
4800,25.2,25.4
4801,25.2,25.8
4802,25.4,26.2
4803,25.8,26.2
4804,26.2,26.4
4805,26.2,26.8
4806,26.4,27.2
4807,26.8,27.2
4808,27.2,27.4
4809,27.2,27.8
4810,27.4,28.2
4811,27.8,28.2
4812,28.2,28.4
4813,28.2,28.8
4814,28.4,29.2
4815,28.8,29.2
4816,29.2,29.4
4817,29.2,29.8
4818,29.4,30.2
4819,29.8,30.2
4820,30.2,30.4
4821,30.2,30.8
4822,30.4,31.2
4823,30.8,31.2
4824,31.2,31.4
4825,31.2,31.8
4826,31.4,32.2
4827,31.8,32.2
4828,32.2,32.4
4829,32.2,32.8
4830,32.4,33.2
4831,32.8,33.2
4832,33.2,33.4
4833,33.2,33.8
4834,33.4,34.2
4835,33.8,34.2
4836,34.2,34.4
4837,34.2,34.8
4838,34.4,35.2
4839,34.8,35.2
4840,35.2,35.4
4841,35.2,35.8
4842,35.4,36.2
4843,35.8,36.2
4844,36.2,36.4
4845,36.2,36.8
4846,36.4,37.2
4847,36.8,37.2
4848,37.2,37.4
4849,37.2,37.8
4850,37.4,38.2
4851,37.8,38.2
4852,38.2,38.4
4853,38.2,38.8
4854,38.4,39.2
4855,38.8,39.2
4856,39.2,39.4
4857,39.2,39.8
4858,39.4,40.2
4859,39.8,40.2
4860,40.2,40.4
4861,40.2,40.8
4862,40.4,41.2
4863,40.8,41.2
4864,41.2,41.4
4865,41.2,41.8
4866,41.4,42.2
4867,41.8,42.2
4868,42.2,42.4
4869,42.2,42.8
4870,42.4,43.2
4871,42.8,43.2
4872,43.2,43.4
4873,43.2,43.8
4874,43.4,44.2
4875,43.8,44.2
4876,44.2,44.4
4877,44.2,44.8
4878,44.4,45.2
4879,44.8,45.2
4880,45.2,45.4
4881,45.2,45.8
4882,45.4,46.2
4883,45.8,46.2
4884,46.2,46.4
4885,46.2,46.8
4886,46.4,47.2
4887,46.8,47.2
4888,47.2,47.4
4889,47.2,47.8
4890,47.4,48.2
4891,47.8,48.2
4892,48.2,48.4
4903,0.8,1.2
4904,1.2,1.4
4905,1.2,1.8
4906,1.4,2.2
4907,1.8,2.2
4908,2.2,2.4
4909,2.2,2.8
4910,2.4,3.2
4911,2.8,3.2
4912,3.2,3.4
4913,3.2,3.8
4914,3.4,4.2
4915,3.8,4.2
4916,4.2,4.4
4917,4.2,4.8
4918,4.4,5.2
4919,4.8,5.2
4920,5.2,5.4
4921,5.2,5.8
4922,5.4,6.2
4923,5.8,6.2
4924,6.2,6.4
4925,6.2,6.8
4926,6.4,7.2
4927,6.8,7.2
4928,7.2,7.4
4929,7.2,7.8
4930,7.4,8.2
4931,7.8,8.2
4932,8.2,8.4
4933,8.2,8.8
4934,8.4,9.2
4935,8.8,9.2
4936,9.2,9.4
4937,9.2,9.8
4938,9.4,10.2
4939,9.8,10.2
4940,10.2,10.4
4941,10.2,10.8
4942,10.4,11.2
4943,10.8,11.2
4944,11.2,11.4
4945,11.2,11.8
4946,11.4,12.2
4947,11.8,12.2
4948,12.2,12.4
4949,12.2,12.8
4950,12.4,13.2
4951,12.8,13.2
4952,13.2,13.4
4953,13.2,13.8
4954,13.4,14.2
4955,13.8,14.2
4956,14.2,14.4
4957,14.2,14.8
4958,14.4,15.2
4959,14.8,15.2
4960,15.2,15.4
4961,15.2,15.8
4962,15.4,16.2
4963,15.8,16.2
4964,16.2,16.4
4965,16.2,16.8
4966,16.4,17.2
4967,16.8,17.2
4968,17.2,17.4
4969,17.2,17.8
4970,17.4,18.2
4971,17.8,18.2
4972,18.2,18.4
4973,18.2,18.8
4974,18.4,19.2
4975,18.8,19.2
4976,19.2,19.4
4977,19.2,19.8
4978,19.4,20.2
4979,19.8,20.2
4980,20.2,20.4
4981,20.2,20.8
4982,20.4,21.2
4983,20.8,21.2
4984,21.2,21.4
4985,21.2,21.8
4986,21.4,22.2
4987,21.8,22.2
4988,22.2,22.4
4989,22.2,22.8
4990,22.4,23.2
4991,22.8,23.2
4992,23.2,23.4
4993,23.2,23.8
4994,23.4,24.2
4995,23.8,24.2
4996,24.2,24.4
4997,24.2,24.8
4998,24.4,25.2
4999,24.8,25.2
5000,25.2,25.4
5001,25.2,25.8
5002,25.4,26.2
5003,25.8,26.2
5004,26.2,26.4
5005,26.2,26.8
5006,26.4,27.2
5007,26.8,27.2
5008,27.2,27.4
5009,27.2,27.8
5010,27.4,28.2
5011,27.8,28.2
5012,28.2,28.4
5013,28.2,28.8
5014,28.4,29.2
5015,28.8,29.2
5016,29.2,29.4
5017,29.2,29.8
5018,29.4,30.2
5019,29.8,30.2
5020,30.2,30.4
5021,30.2,30.8
5022,30.4,31.2
5023,30.8,31.2
5024,31.2,31.4
5025,31.2,31.8
5026,31.4,32.2
5027,31.8,32.2
5028,32.2,32.4
5029,32.2,32.8
5030,32.4,33.2
5031,32.8,33.2
5032,33.2,33.4
5033,33.2,33.8
5034,33.4,34.2
5035,33.8,34.2
5036,34.2,34.4
5037,34.2,34.8
5038,34.4,35.2
5039,34.8,35.2
5040,35.2,35.4
5041,35.2,35.8
5042,35.4,36.2
5043,35.8,36.2
5044,36.2,36.4
5045,36.2,36.8
5046,36.4,37.2
5047,36.8,37.2
5048,37.2,37.4
5049,37.2,37.8
5050,37.4,38.2
5051,37.8,38.2
5052,38.2,38.4
5053,38.2,38.8
5054,38.4,39.2
5055,38.8,39.2
5056,39.2,39.4
5057,39.2,39.8
5058,39.4,40.2
5059,39.8,40.2
5060,40.2,40.4
5061,40.2,40.8
5062,40.4,41.2
5063,40.8,41.2
5064,41.2,41.4
5065,41.2,41.8
5066,41.4,42.2
5067,41.8,42.2
5068,42.2,42.4
5069,42.2,42.8
5070,42.4,43.2
5071,42.8,43.2
5072,43.2,43.4
5073,43.2,43.8
5074,43.4,44.2
5075,43.8,44.2
5076,44.2,44.4
5077,44.2,44.8
5078,44.4,45.2
5079,44.8,45.2
5080,45.2,45.4
5081,45.2,45.8
5082,45.4,46.2
5083,45.8,46.2
5084,46.2,46.4
5085,46.2,46.8
5086,46.4,47.2
5087,46.8,47.2
5088,47.2,47.4
5089,47.2,47.8
5090,47.4,48.2
5091,47.8,48.2
5092,48.2,48.4
5103,0.8,1.2
5104,1.2,1.4
5105,1.2,1.8
5106,1.4,2.2
5107,1.8,2.2
5108,2.2,2.4
5109,2.2,2.8
5110,2.4,3.2
5111,2.8,3.2
5112,3.2,3.4
5113,3.2,3.8
5114,3.4,4.2
5115,3.8,4.2
5116,4.2,4.4
5117,4.2,4.8
5118,4.4,5.2
5119,4.8,5.2
5120,5.2,5.4
5121,5.2,5.8
5122,5.4,6.2
5123,5.8,6.2
5124,6.2,6.4
5125,6.2,6.8
5126,6.4,7.2
5127,6.8,7.2
5128,7.2,7.4
5129,7.2,7.8
5130,7.4,8.2
5131,7.8,8.2
5132,8.2,8.4
5133,8.2,8.8
5134,8.4,9.2
5135,8.8,9.2
5136,9.2,9.4
5137,9.2,9.8
5138,9.4,10.2
5139,9.8,10.2
5140,10.2,10.4
5141,10.2,10.8
5142,10.4,11.2
5143,10.8,11.2
5144,11.2,11.4
5145,11.2,11.8
5146,11.4,12.2
5147,11.8,12.2
5148,12.2,12.4
5149,12.2,12.8
5150,12.4,13.2
5151,12.8,13.2
5152,13.2,13.4
5153,13.2,13.8
5154,13.4,14.2
5155,13.8,14.2
5156,14.2,14.4
5157,14.2,14.8
5158,14.4,15.2
5159,14.8,15.2
5160,15.2,15.4
5161,15.2,15.8
5162,15.4,16.2
5163,15.8,16.2
5164,16.2,16.4
5165,16.2,16.8
5166,16.4,17.2
5167,16.8,17.2
5168,17.2,17.4
5169,17.2,17.8
5170,17.4,18.2
5171,17.8,18.2
5172,18.2,18.4
5173,18.2,18.8
5174,18.4,19.2
5175,18.8,19.2
5176,19.2,19.4
5177,19.2,19.8
5178,19.4,20.2
5179,19.8,20.2
5180,20.2,20.4
5181,20.2,20.8
5182,20.4,21.2
5183,20.8,21.2
5184,21.2,21.4
5185,21.2,21.8
5186,21.4,22.2
5187,21.8,22.2
5188,22.2,22.4
5189,22.2,22.8
5190,22.4,23.2
5191,22.8,23.2
5192,23.2,23.4
5193,23.2,23.8
5194,23.4,24.2
5195,23.8,24.2
5196,24.2,24.4
5197,24.2,24.8
5198,24.4,25.2
5199,24.8,25.2
5200,25.2,25.4
5201,25.2,25.8
5202,25.4,26.2
5203,25.8,26.2
5204,26.2,26.4
5205,26.2,26.8
5206,26.4,27.2
5207,26.8,27.2
5208,27.2,27.4
5209,27.2,27.8
5210,27.4,28.2
5211,27.8,28.2
5212,28.2,28.4
5213,28.2,28.8
5214,28.4,29.2
5215,28.8,29.2
5216,29.2,29.4
5217,29.2,29.8
5218,29.4,30.2
5219,29.8,30.2
5220,30.2,30.4
5221,30.2,30.8
5222,30.4,31.2
5223,30.8,31.2
5224,31.2,31.4
5225,31.2,31.8
5226,31.4,32.2
5227,31.8,32.2
5228,32.2,32.4
5229,32.2,32.8
5230,32.4,33.2
5231,32.8,33.2
5232,33.2,33.4
5233,33.2,33.8
5234,33.4,34.2
5235,33.8,34.2
5236,34.2,34.4
5237,34.2,34.8
5238,34.4,35.2
5239,34.8,35.2
5240,35.2,35.4
5241,35.2,35.8
5242,35.4,36.2
5243,35.8,36.2
5244,36.2,36.4
5245,36.2,36.8
5246,36.4,37.2
5247,36.8,37.2
5248,37.2,37.4
5249,37.2,37.8
5250,37.4,38.2
5251,37.8,38.2
5252,38.2,38.4
5253,38.2,38.8
5254,38.4,39.2
5255,38.8,39.2
5256,39.2,39.4
5257,39.2,39.8
5258,39.4,40.2
5259,39.8,40.2
5260,40.2,40.4
5261,40.2,40.8
5262,40.4,41.2
5263,40.8,41.2
5264,41.2,41.4
5265,41.2,41.8
5266,41.4,42.2
5267,41.8,42.2
5268,42.2,42.4
5269,42.2,42.8
5270,42.4,43.2
5271,42.8,43.2
5272,43.2,43.4
5273,43.2,43.8
5274,43.4,44.2
5275,43.8,44.2
5276,44.2,44.4
5277,44.2,44.8
5278,44.4,45.2
5279,44.8,45.2
5280,45.2,45.4
5281,45.2,45.8
5282,45.4,46.2
5283,45.8,46.2
5284,46.2,46.4
5285,46.2,46.8
5286,46.4,47.2
5287,46.8,47.2
5288,47.2,47.4
5289,47.2,47.8
5290,47.4,48.2
5291,47.8,48.2
5292,48.2,48.4
5303,0.8,1.2
5304,1.2,1.4
5305,1.2,1.8
5306,1.4,2.2
5307,1.8,2.2
5308,2.2,2.4
5309,2.2,2.8
5310,2.4,3.2
5311,2.8,3.2
5312,3.2,3.4
5313,3.2,3.8
5314,3.4,4.2
5315,3.8,4.2
5316,4.2,4.4
5317,4.2,4.8
5318,4.4,5.2
5319,4.8,5.2
5320,5.2,5.4
5321,5.2,5.8
5322,5.4,6.2
5323,5.8,6.2
5324,6.2,6.4
5325,6.2,6.8
5326,6.4,7.2
5327,6.8,7.2
5328,7.2,7.4
5329,7.2,7.8
5330,7.4,8.2
5331,7.8,8.2
5332,8.2,8.4
5333,8.2,8.8
5334,8.4,9.2
5335,8.8,9.2
5336,9.2,9.4
5337,9.2,9.8
5338,9.4,10.2
5339,9.8,10.2
5340,10.2,10.4
5341,10.2,10.8
5342,10.4,11.2
5343,10.8,11.2
5344,11.2,11.4
5345,11.2,11.8
5346,11.4,12.2
5347,11.8,12.2
5348,12.2,12.4
5349,12.2,12.8
5350,12.4,13.2
5351,12.8,13.2
5352,13.2,13.4
5353,13.2,13.8
5354,13.4,14.2
5355,13.8,14.2
5356,14.2,14.4
5357,14.2,14.8
5358,14.4,15.2
5359,14.8,15.2
5360,15.2,15.4
5361,15.2,15.8
5362,15.4,16.2
5363,15.8,16.2
5364,16.2,16.4
5365,16.2,16.8
5366,16.4,17.2
5367,16.8,17.2
5368,17.2,17.4
5369,17.2,17.8
5370,17.4,18.2
5371,17.8,18.2
5372,18.2,18.4
5373,18.2,18.8
5374,18.4,19.2
5375,18.8,19.2
5376,19.2,19.4
5377,19.2,19.8
5378,19.4,20.2
5379,19.8,20.2
5380,20.2,20.4
5381,20.2,20.8
5382,20.4,21.2
5383,20.8,21.2
5384,21.2,21.4
5385,21.2,21.8
5386,21.4,22.2
5387,21.8,22.2
5388,22.2,22.4
5389,22.2,22.8
5390,22.4,23.2
5391,22.8,23.2
5392,23.2,23.4
5393,23.2,23.8
5394,23.4,24.2
5395,23.8,24.2
5396,24.2,24.4
5397,24.2,24.8
5398,24.4,25.2
5399,24.8,25.2
5400,25.2,25.4
5401,25.2,25.8
5402,25.4,26.2
5403,25.8,26.2
5404,26.2,26.4
5405,26.2,26.8
5406,26.4,27.2
5407,26.8,27.2
5408,27.2,27.4
5409,27.2,27.8
5410,27.4,28.2
5411,27.8,28.2
5412,28.2,28.4
5413,28.2,28.8
5414,28.4,29.2
5415,28.8,29.2
5416,29.2,29.4
5417,29.2,29.8
5418,29.4,30.2
5419,29.8,30.2
5420,30.2,30.4
5421,30.2,30.8
5422,30.4,31.2
5423,30.8,31.2
5424,31.2,31.4
5425,31.2,31.8
5426,31.4,32.2
5427,31.8,32.2
5428,32.2,32.4
5429,32.2,32.8
5430,32.4,33.2
5431,32.8,33.2
5432,33.2,33.4
5433,33.2,33.8
5434,33.4,34.2
5435,33.8,34.2
5436,34.2,34.4
5437,34.2,34.8
5438,34.4,35.2
5439,34.8,35.2
5440,35.2,35.4
